HGNC symbol;MODE;median (nearest phylostratum)
RNA5S3;#N/A;15.1
RNA5S4;#N/A;15.1
RNA5S5;#N/A;15.1
RNA5S6;#N/A;16
RNA5S7;#N/A;15.1
RNA5S8;#N/A;17
RNA5S9;#N/A;14
RNA5SP100;#N/A;14
RNA5SP101;#N/A;15.1
RNA5SP102;#N/A;15.2
RNA5SP103;#N/A;15.1
RNA5SP104;#N/A;16
RNA5SP105;#N/A;18
RNA5SP106;#N/A;15.1
RNA5SP107;#N/A;17
RNA5SP108;#N/A;12
RNA5SP109;#N/A;16
RNA5SP110;#N/A;15.1
RNA5SP111;#N/A;17
RNA5SP112;#N/A;15.2
RNA5SP113;#N/A;16
RNA5SP114;#N/A;16
RNA5SP115;#N/A;17
RNA5SP116;#N/A;15.1
RNA5SP117;#N/A;16
RNA5SP118;#N/A;13
RNA5SP119;#N/A;16
RNA5SP120;#N/A;15.1
RNA5SP121;#N/A;17
RNA5SP122;#N/A;17
RNA5SP123;#N/A;16
RNA5SP124;#N/A;15.1
RNA5SP125;#N/A;16
RNA5SP126;#N/A;16
RNA5SP127;#N/A;17
RNA5SP128;#N/A;16
RNA5SP129;#N/A;17
RNA5SP130;#N/A;15.1
RNA5SP131;#N/A;15.1
RNA5SP132;#N/A;15.2
RNA5SP133;#N/A;13
RNA5SP134;#N/A;16
RNA5SP135;#N/A;16
RNA5SP136;#N/A;17
RNA5SP137;#N/A;14
RNA5SP138;#N/A;16
RNA5SP139;#N/A;15.2
RNA5SP140;#N/A;17
RNA5SP141;#N/A;17
RNA5SP142;#N/A;15.1
RNA5SP143;#N/A;16
RNA5SP144;#N/A;15.2
RNA5SP145;#N/A;15.1
RNA5SP146;#N/A;14
RNA5SP147;#N/A;16
RNA5SP148;#N/A;16
RNA5SP149;#N/A;16
RNA5SP150;#N/A;14
RNA5SP151;#N/A;16
RNA5SP152;#N/A;15.1
RNA5SP153;#N/A;15.1
RNA5SP154;#N/A;14
RNA5SP155;#N/A;16
RNA5SP156;#N/A;14
RNA5SP157;#N/A;16
RNA5SP158;#N/A;16
RNA5SP159;#N/A;15.1
RNA5SP160;#N/A;15.1
RNA5SP161;#N/A;15.1
RNA5SP162;#N/A;14
RNA5SP163;#N/A;16
RNA5SP164;#N/A;15.1
RNA5SP165;#N/A;15.1
RNA5SP166;#N/A;16
RNA5SP167;#N/A;16
RNA5SP168;#N/A;16
RNA5SP169;#N/A;17
RNA5SP170;#N/A;14
RNA5SP171;#N/A;18
RNA5SP172;#N/A;16
RNA5SP173;#N/A;16
RNA5SP174;#N/A;15.1
RNA5SP175;#N/A;15.1
RNA5SP176;#N/A;15.2
RNA5SP177;#N/A;15.1
RNA5SP178;#N/A;15.2
RNA5SP179;#N/A;16
RNA5SP18;#N/A;18
RNA5SP180;#N/A;16
RNA5SP181;#N/A;16
RNA5SP182;#N/A;16
RNA5SP183;#N/A;17
RNA5SP184;#N/A;16
RNA5SP185;#N/A;16
RNA5SP186;#N/A;13
RNA5SP187;#N/A;16
RNA5SP188;#N/A;14
RNA5SP189;#N/A;18
RNA5SP19;#N/A;14
RNA5SP190;#N/A;12
RNA5SP191;#N/A;17
RNA5SP192;#N/A;16
RNA5SP193;#N/A;17
RNA5SP194;#N/A;16
RNA5SP195;#N/A;17
RNA5SP196;#N/A;18
RNA5SP197;#N/A;15.1
RNA5SP198;#N/A;15.1
RNA5SP199;#N/A;18
RNA5SP20;#N/A;15.1
RNA5SP200;#N/A;17
RNA5SP201;#N/A;15.2
RNA5SP202;#N/A;14
RNA5SP203;#N/A;15.1
RNA5SP204;#N/A;14
RNA5SP205;#N/A;17
RNA5SP206;#N/A;16
RNA5SP207;#N/A;14
RNA5SP208;#N/A;13
RNA5SP209;#N/A;17
RNA5SP21;#N/A;16
RNA5SP210;#N/A;16
RNA5SP211;#N/A;16
RNA5SP212;#N/A;15.1
RNA5SP213;#N/A;18
RNA5SP214;#N/A;17
RNA5SP215;#N/A;16
RNA5SP216;#N/A;14
RNA5SP217;#N/A;17
RNA5SP218;#N/A;14
RNA5SP219;#N/A;15.1
RNA5SP22;#N/A;13
RNA5SP220;#N/A;17
RNA5SP221;#N/A;17
RNA5SP222;#N/A;17
RNA5SP223;#N/A;14
RNA5SP224;#N/A;16
RNA5SP225;#N/A;17
RNA5SP226;#N/A;17
RNA5SP227;#N/A;16
RNA5SP228;#N/A;14
RNA5SP229;#N/A;16
RNA5SP23;#N/A;16
RNA5SP230;#N/A;16
RNA5SP231;#N/A;15.1
RNA5SP232;#N/A;15.2
RNA5SP233;#N/A;16
RNA5SP234;#N/A;16
RNA5SP235;#N/A;16
RNA5SP236;#N/A;16
RNA5SP237;#N/A;17
RNA5SP238;#N/A;15.1
RNA5SP239;#N/A;16
RNA5SP24;#N/A;16
RNA5SP240;#N/A;17
RNA5SP241;#N/A;16
RNA5SP242;#N/A;15.1
RNA5SP243;#N/A;16
RNA5SP244;#N/A;18
RNA5SP245;#N/A;16
RNA5SP246;#N/A;17
RNA5SP247;#N/A;18
RNA5SP248;#N/A;16
RNA5SP249;#N/A;17
RNA5SP25;#N/A;14
RNA5SP250;#N/A;15.1
RNA5SP251;#N/A;15.1
RNA5SP252;#N/A;15.1
RNA5SP253;#N/A;15.1
RNA5SP254;#N/A;15.1
RNA5SP255;#N/A;17
RNA5SP256;#N/A;15.1
RNA5SP257;#N/A;17
RNA5SP258;#N/A;15.1
RNA5SP259;#N/A;18
RNA5SP26;#N/A;17
RNA5SP260;#N/A;15.1
RNA5SP261;#N/A;16
RNA5SP262;#N/A;16
RNA5SP263;#N/A;16
RNA5SP264;#N/A;16
RNA5SP265;#N/A;15.1
RNA5SP266;#N/A;14
RNA5SP267;#N/A;15.1
RNA5SP268;#N/A;15.1
RNA5SP269;#N/A;13
RNA5SP27;#N/A;15.1
RNA5SP270;#N/A;14
RNA5SP271;#N/A;14
RNA5SP272;#N/A;18
RNA5SP273;#N/A;16
RNA5SP274;#N/A;17
RNA5SP275;#N/A;16
RNA5SP276;#N/A;14
RNA5SP277;#N/A;18
RNA5SP278;#N/A;16
RNA5SP279;#N/A;16
RNA5SP28;#N/A;16
RNA5SP280;#N/A;17
RNA5SP281;#N/A;16
RNA5SP282;#N/A;16
RNA5SP283;#N/A;15.1
RNA5SP284;#N/A;15.1
RNA5SP285;#N/A;15.1
RNA5SP286;#N/A;12
RNA5SP287;#N/A;17
RNA5SP288;#N/A;16
RNA5SP289;#N/A;18
RNA5SP29;#N/A;16
RNA5SP290;#N/A;16
RNA5SP291;#N/A;14
RNA5SP292;#N/A;14
RNA5SP293;#N/A;12
RNA5SP294;#N/A;16
RNA5SP295;#N/A;18
RNA5SP296;#N/A;17
RNA5SP297;#N/A;16
RNA5SP298;#N/A;17
RNA5SP299;#N/A;14
RNA5SP30;#N/A;15.1
RNA5SP300;#N/A;17
RNA5SP301;#N/A;17
RNA5SP302;#N/A;17
RNA5SP303;#N/A;14
RNA5SP304;#N/A;15.2
RNA5SP305;#N/A;15.1
RNA5SP306;#N/A;15.1
RNA5SP307;#N/A;14
RNA5SP308;#N/A;12
RNA5SP309;#N/A;15.1
RNA5SP31;#N/A;17
RNA5SP310;#N/A;14
RNA5SP311;#N/A;14
RNA5SP312;#N/A;14
RNA5SP315;#N/A;14
RNA5SP317;#N/A;14
RNA5SP318;#N/A;17
RNA5SP319;#N/A;14
RNA5SP320;#N/A;14
RNA5SP321;#N/A;14
RNA5SP322;#N/A;16
RNA5SP323;#N/A;16
RNA5SP324;#N/A;17
RNA5SP325;#N/A;16
RNA5SP326;#N/A;14
RNA5SP327;#N/A;18
RNA5SP328;#N/A;16
RNA5SP329;#N/A;15.1
RNA5SP33;#N/A;16
RNA5SP330;#N/A;17
RNA5SP331;#N/A;16
RNA5SP332;#N/A;15.1
RNA5SP333;#N/A;14
RNA5SP334;#N/A;14
RNA5SP335;#N/A;15.1
RNA5SP336;#N/A;14
RNA5SP337;#N/A;13
RNA5SP338;#N/A;14
RNA5SP339;#N/A;17
RNA5SP34;#N/A;15.1
RNA5SP340;#N/A;16
RNA5SP341;#N/A;14
RNA5SP342;#N/A;15.1
RNA5SP343;#N/A;15.1
RNA5SP344;#N/A;16
RNA5SP345;#N/A;17
RNA5SP346;#N/A;16
RNA5SP347;#N/A;16
RNA5SP349;#N/A;16
RNA5SP35;#N/A;18
RNA5SP350;#N/A;16
RNA5SP351;#N/A;16
RNA5SP352;#N/A;14
RNA5SP353;#N/A;17
RNA5SP354;#N/A;16
RNA5SP355;#N/A;15.1
RNA5SP356;#N/A;16
RNA5SP357;#N/A;18
RNA5SP358;#N/A;18
RNA5SP359;#N/A;12
RNA5SP36;#N/A;14
RNA5SP360;#N/A;15.1
RNA5SP361;#N/A;17
RNA5SP362;#N/A;12
RNA5SP363;#N/A;13
RNA5SP364;#N/A;15.1
RNA5SP365;#N/A;15.1
RNA5SP366;#N/A;15.1
RNA5SP367;#N/A;17
RNA5SP368;#N/A;16
RNA5SP369;#N/A;13
RNA5SP37;#N/A;15.1
RNA5SP370;#N/A;17
RNA5SP371;#N/A;15.1
RNA5SP372;#N/A;16
RNA5SP373;#N/A;18
RNA5SP374;#N/A;18
RNA5SP375;#N/A;16
RNA5SP376;#N/A;17
RNA5SP377;#N/A;17
RNA5SP378;#N/A;15.1
RNA5SP379;#N/A;16
RNA5SP38;#N/A;17
RNA5SP380;#N/A;16
RNA5SP382;#N/A;16
RNA5SP383;#N/A;18
RNA5SP384;#N/A;16
RNA5SP385;#N/A;16
RNA5SP386;#N/A;15.1
RNA5SP387;#N/A;17
RNA5SP388;#N/A;16
RNA5SP389;#N/A;15.1
RNA5SP39;#N/A;14
RNA5SP390;#N/A;13
RNA5SP391;#N/A;15.2
RNA5SP392;#N/A;14
RNA5SP393;#N/A;16
RNA5SP394;#N/A;17
RNA5SP395;#N/A;17
RNA5SP396;#N/A;15.1
RNA5SP397;#N/A;17
RNA5SP399;#N/A;18
RNA5SP40;#N/A;16
RNA5SP400;#N/A;15.1
RNA5SP401;#N/A;14
RNA5SP402;#N/A;14
RNA5SP403;#N/A;16
RNA5SP404;#N/A;16
RNA5SP405;#N/A;16
RNA5SP406;#N/A;18
RNA5SP407;#N/A;17
RNA5SP408;#N/A;17
RNA5SP409;#N/A;17
RNA5SP41;#N/A;18
RNA5SP410;#N/A;17
RNA5SP411;#N/A;19.2
RNA5SP412;#N/A;19.2
RNA5SP413;#N/A;18
RNA5SP414;#N/A;19.2
RNA5SP415;#N/A;17
RNA5SP416;#N/A;17
RNA5SP417;#N/A;17
RNA5SP418;#N/A;17
RNA5SP419;#N/A;18
RNA5SP42;#N/A;17
RNA5SP420;#N/A;18
RNA5SP421;#N/A;18
RNA5SP422;#N/A;18
RNA5SP423;#N/A;17
RNA5SP424;#N/A;16
RNA5SP425;#N/A;15.1
RNA5SP426;#N/A;16
RNA5SP427;#N/A;16
RNA5SP428;#N/A;14
RNA5SP429;#N/A;14
RNA5SP43;#N/A;15.1
RNA5SP430;#N/A;14
RNA5SP431;#N/A;15.1
RNA5SP432;#N/A;18
RNA5SP433;#N/A;16
RNA5SP434;#N/A;16
RNA5SP435;#N/A;18
RNA5SP436;#N/A;16
RNA5SP437;#N/A;17
RNA5SP438;#N/A;16
RNA5SP439;#N/A;19.1
RNA5SP44;#N/A;16
RNA5SP440;#N/A;15.1
RNA5SP441;#N/A;16
RNA5SP442;#N/A;16
RNA5SP443;#N/A;16
RNA5SP444;#N/A;16
RNA5SP445;#N/A;16
RNA5SP446;#N/A;16
RNA5SP447;#N/A;15.1
RNA5SP448;#N/A;16
RNA5SP449;#N/A;13
RNA5SP45;#N/A;15.2
RNA5SP450;#N/A;16
RNA5SP451;#N/A;15.1
RNA5SP452;#N/A;16
RNA5SP453;#N/A;15.1
RNA5SP454;#N/A;18
RNA5SP455;#N/A;16
RNA5SP456;#N/A;18
RNA5SP457;#N/A;16
RNA5SP458;#N/A;17
RNA5SP459;#N/A;14
RNA5SP46;#N/A;16
RNA5SP460;#N/A;14
RNA5SP461;#N/A;17
RNA5SP462;#N/A;16
RNA5SP463;#N/A;16
RNA5SP464;#N/A;15.1
RNA5SP465;#N/A;15.1
RNA5SP466;#N/A;15.1
RNA5SP467;#N/A;16
RNA5SP468;#N/A;16
RNA5SP469;#N/A;16
RNA5SP47;#N/A;16
RNA5SP470;#N/A;16
RNA5SP471;#N/A;13
RNA5SP472;#N/A;16
RNA5SP473;#N/A;15.1
RNA5SP474;#N/A;17
RNA5SP475;#N/A;15.1
RNA5SP476;#N/A;16
RNA5SP477;#N/A;17
RNA5SP478;#N/A;15.1
RNA5SP479;#N/A;15.1
RNA5SP48;#N/A;16
RNA5SP480;#N/A;13
RNA5SP481;#N/A;15.1
RNA5SP482;#N/A;14
RNA5SP483;#N/A;15.1
RNA5SP484;#N/A;16
RNA5SP485;#N/A;16
RNA5SP486;#N/A;15.1
RNA5SP487;#N/A;16
RNA5SP488;#N/A;18
RNA5SP489;#N/A;16
RNA5SP49;#N/A;14
RNA5SP490;#N/A;17
RNA5SP491;#N/A;15.1
RNA5SP492;#N/A;12
RNA5SP493;#N/A;16
RNA5SP494;#N/A;14
RNA5SP495;#N/A;13
RNA5SP496;#N/A;18
RNA5SP497;#N/A;17
RNA5SP498;#N/A;14
RNA5SP499;#N/A;15.1
RNA5SP50;#N/A;18
RNA5SP500;#N/A;17
RNA5SP501;#N/A;16
RNA5SP502;#N/A;16
RNA5SP503;#N/A;15.1
RNA5SP504;#N/A;15.1
RNA5SP505;#N/A;16
RNA5SP506;#N/A;14
RNA5SP507;#N/A;16
RNA5SP508;#N/A;16
RNA5SP509;#N/A;15.1
RNA5SP51;#N/A;14
RNA5SP510;#N/A;17
RNA5SP511;#N/A;15.2
RNA5SP512;#N/A;15.1
RNA5SP513;#N/A;15.1
RNA5SP514;#N/A;16
RNA5SP515;#N/A;17
RNA5SP516;#N/A;14
RNA5SP517;#N/A;16
RNA5SP518;#N/A;15.1
RNA5SP519;#N/A;15.1
RNA5SP52;#N/A;16
RNA5SP520;#N/A;12
RNA5SP521;#N/A;18
RNA5SP522;#N/A;18
RNA5SP523;#N/A;12
RNA5SP524;#N/A;14
RNA5SP525;#N/A;16
RNA5SP526;#N/A;14
RNA5SP527;#N/A;14
RNA5SP528;#N/A;14
RNA5SP529;#N/A;14
RNA5SP53;#N/A;16
RNA5SP530;#N/A;14
RNA5SP531;#N/A;12
RNA5SP532;#N/A;14
RNA5SP533;#N/A;14
RNA5SP534;#N/A;12
RNA5SP535;#N/A;17
RNA5SP536;#N/A;17
RNA5SP54;#N/A;17
RNA5SP55;#N/A;16
RNA5SP56;#N/A;18
RNA5SP57;#N/A;16
RNA5SP59;#N/A;14
RNA5SP60;#N/A;16
RNA5SP61;#N/A;17
RNA5SP62;#N/A;17
RNA5SP63;#N/A;17
RNA5SP64;#N/A;15.1
RNA5SP65;#N/A;16
RNA5SP66;#N/A;15.1
RNA5SP67;#N/A;16
RNA5SP68;#N/A;15.1
RNA5SP69;#N/A;15.1
RNA5SP70;#N/A;16
RNA5SP71;#N/A;17
RNA5SP72;#N/A;16
RNA5SP73;#N/A;17
RNA5SP74;#N/A;17
RNA5SP75;#N/A;17
RNA5SP76;#N/A;17
RNA5SP77;#N/A;15.1
RNA5SP78;#N/A;15.1
RNA5SP79;#N/A;16
RNA5SP80;#N/A;14
RNA5SP82;#N/A;15.1
RNA5SP84;#N/A;15.1
RNA5SP85;#N/A;16
RNA5SP86;#N/A;16
RNA5SP87;#N/A;17
RNA5SP88;#N/A;16
RNA5SP89;#N/A;17
RNA5SP90;#N/A;17
RNA5SP91;#N/A;15.1
RNA5SP92;#N/A;17
RNA5SP93;#N/A;18
RNA5SP94;#N/A;15.1
RNA5SP95;#N/A;15.2
RNA5SP96;#N/A;17
RNA5SP97;#N/A;17
RNA5SP98;#N/A;16
RNA5SP99;#N/A;15.1
RNU105B;#N/A;14
RNU105C;#N/A;14
RNU11;#N/A;18
RNU1-1;#N/A;17
RNU1-100P;#N/A;18
RNU1-101P;#N/A;13
RNU1-103P;#N/A;15.1
RNU1-104P;#N/A;15.1
RNU1-105P;#N/A;17
RNU1-106P;#N/A;15.2
RNU1-107P;#N/A;15.1
RNU1-108P;#N/A;13
RNU1-109P;#N/A;17
RNU1-112P;#N/A;14
RNU1-114P;#N/A;13
RNU1-115P;#N/A;15.1
RNU1-117P;#N/A;14
RNU1-119P;#N/A;16
RNU1-11P;#N/A;15.2
RNU1-120P;#N/A;14
RNU1-122P;#N/A;14
RNU1-123P;#N/A;15.1
RNU1-124P;#N/A;15.1
RNU1-125P;#N/A;14
RNU1-128P;#N/A;15.1
RNU1-129P;#N/A;13
RNU11-2P;#N/A;12
RNU1-130P;#N/A;18
RNU1-131P;#N/A;15.1
RNU1-132P;#N/A;15.1
RNU1-133P;#N/A;13
RNU1-134P;#N/A;14
RNU1-136P;#N/A;15.2
RNU1-138P;#N/A;15.2
RNU1-139P;#N/A;15.2
RNU11-3P;#N/A;14
RNU1-13P;#N/A;18
RNU1-140P;#N/A;14
RNU1-141P;#N/A;14
RNU1-142P;#N/A;15.1
RNU1-143P;#N/A;12
RNU1-146P;#N/A;16
RNU1-148P;#N/A;13
RNU1-149P;#N/A;15.2
RNU11-4P;#N/A;14
RNU1-14P;#N/A;16
RNU1-150P;#N/A;17
RNU1-151P;#N/A;13
RNU11-5P;#N/A;14
RNU1-15P;#N/A;16
RNU11-6P;#N/A;11
RNU1-16P;#N/A;15.1
RNU1-17P;#N/A;17
RNU1-18P;#N/A;17
RNU1-19P;#N/A;17
RNU12;12;12
RNU1-2;#N/A;17
RNU1-20P;#N/A;15.1
RNU1-21P;#N/A;17
RNU12-2P;#N/A;11
RNU1-22P;#N/A;14
RNU1-23P;#N/A;15.1
RNU1-24P;#N/A;14
RNU1-27P;#N/A;17
RNU1-28P;#N/A;17
RNU1-29P;#N/A;16
RNU1-3;#N/A;17
RNU1-30P;#N/A;16
RNU1-31P;#N/A;14
RNU1-32P;#N/A;13
RNU1-33P;#N/A;17
RNU1-34P;#N/A;15.2
RNU1-35P;#N/A;15.1
RNU1-36P;#N/A;15.1
RNU1-38P;#N/A;18
RNU1-39P;#N/A;15.1
RNU1-4;#N/A;17
RNU1-40P;#N/A;15.1
RNU1-41P;#N/A;15.1
RNU1-42P;#N/A;16
RNU1-43P;#N/A;16
RNU1-44P;#N/A;14
RNU1-45P;#N/A;12
RNU1-46P;#N/A;14
RNU1-47P;#N/A;12
RNU1-48P;#N/A;15.1
RNU1-49P;#N/A;14
RNU1-51P;#N/A;16
RNU1-52P;#N/A;17
RNU1-54P;#N/A;14
RNU1-55P;#N/A;17
RNU1-56P;#N/A;15.2
RNU1-57P;#N/A;18
RNU1-58P;#N/A;15.1
RNU1-59P;#N/A;14
RNU1-5P;#N/A;14
RNU1-61P;#N/A;16
RNU1-62P;#N/A;16
RNU1-63P;#N/A;17
RNU1-64P;#N/A;14
RNU1-65P;#N/A;16
RNU1-67P;#N/A;16
RNU1-68P;#N/A;14
RNU1-6P;#N/A;14
RNU1-70P;#N/A;16
RNU1-72P;#N/A;15.2
RNU1-73P;#N/A;14
RNU1-74P;#N/A;18
RNU1-75P;#N/A;16
RNU1-76P;#N/A;12
RNU1-77P;#N/A;15.2
RNU1-78P;#N/A;16
RNU1-7P;#N/A;16
RNU1-80P;#N/A;14
RNU1-82P;#N/A;16
RNU1-83P;#N/A;17
RNU1-84P;#N/A;15.1
RNU1-85P;#N/A;13
RNU1-86P;#N/A;15.1
RNU1-87P;#N/A;13
RNU1-88P;#N/A;17
RNU1-89P;#N/A;16
RNU1-8P;#N/A;15.2
RNU1-91P;#N/A;17
RNU1-92P;#N/A;12
RNU1-93P;#N/A;12
RNU1-94P;#N/A;16
RNU1-95P;#N/A;15.1
RNU1-96P;#N/A;18
RNU1-97P;#N/A;15.1
RNU1-98P;#N/A;14
RNU2-1;#N/A;12
RNU2-10P;#N/A;17
RNU2-11P;#N/A;12
RNU2-12P;#N/A;11
RNU2-13P;#N/A;16
RNU2-14P;#N/A;15.1
RNU2-15P;#N/A;14
RNU2-16P;#N/A;14
RNU2-17P;#N/A;12
RNU2-18P;#N/A;12
RNU2-19P;#N/A;12
RNU2-20P;#N/A;14
RNU2-21P;#N/A;14
RNU2-22P;#N/A;14
RNU2-23P;#N/A;15.1
RNU2-24P;#N/A;14
RNU2-25P;#N/A;13
RNU2-26P;#N/A;13
RNU2-27P;#N/A;12
RNU2-28P;#N/A;14
RNU2-29P;#N/A;13
RNU2-2P;#N/A;14
RNU2-30P;#N/A;12
RNU2-31P;#N/A;12
RNU2-32P;#N/A;14
RNU2-33P;#N/A;16
RNU2-34P;#N/A;16
RNU2-35P;#N/A;12
RNU2-36P;#N/A;14
RNU2-37P;#N/A;14
RNU2-38P;#N/A;13
RNU2-39P;#N/A;14
RNU2-3P;#N/A;13
RNU2-40P;#N/A;14
RNU2-41P;#N/A;12
RNU2-42P;#N/A;15.1
RNU2-43P;#N/A;15.1
RNU2-44P;#N/A;13
RNU2-45P;#N/A;14
RNU2-46P;#N/A;12
RNU2-47P;#N/A;14
RNU2-48P;#N/A;13
RNU2-49P;#N/A;13
RNU2-4P;#N/A;14
RNU2-50P;#N/A;14
RNU2-51P;#N/A;14
RNU2-52P;#N/A;14
RNU2-53P;#N/A;14
RNU2-54P;#N/A;12
RNU2-55P;#N/A;13
RNU2-56P;#N/A;13
RNU2-57P;#N/A;13
RNU2-58P;#N/A;15.1
RNU2-59P;#N/A;15.1
RNU2-5P;#N/A;13
RNU2-60P;#N/A;14
RNU2-61P;#N/A;14
RNU2-62P;#N/A;13
RNU2-63P;#N/A;12
RNU2-64P;#N/A;15.1
RNU2-65P;#N/A;12
RNU2-66P;#N/A;13
RNU2-68P;#N/A;13
RNU2-69P;#N/A;12
RNU2-6P;#N/A;14
RNU2-70P;#N/A;14
RNU2-71P;#N/A;11
RNU2-72P;#N/A;15.1
RNU2-7P;#N/A;13
RNU2-8P;#N/A;14
RNU2-9P;#N/A;14
RNU4-1;#N/A;12
RNU4-10P;#N/A;16
RNU4-11P;#N/A;14
RNU4-12P;#N/A;15.1
RNU4-13P;#N/A;14
RNU4-14P;#N/A;15.1
RNU4-15P;#N/A;15.1
RNU4-16P;#N/A;14
RNU4-17P;#N/A;16
RNU4-18P;#N/A;14
RNU4-2;#N/A;13
RNU4-20P;#N/A;15.1
RNU4-21P;#N/A;13
RNU4-22P;#N/A;14
RNU4-23P;#N/A;15.1
RNU4-24P;#N/A;14
RNU4-25P;#N/A;14
RNU4-26P;#N/A;15.1
RNU4-27P;#N/A;15.1
RNU4-28P;#N/A;13
RNU4-29P;#N/A;15.1
RNU4-30P;#N/A;15.1
RNU4-31P;#N/A;12
RNU4-32P;#N/A;15.1
RNU4-33P;#N/A;16
RNU4-34P;#N/A;15.1
RNU4-35P;#N/A;18
RNU4-36P;#N/A;12
RNU4-37P;#N/A;15.1
RNU4-38P;#N/A;14
RNU4-39P;#N/A;14
RNU4-40P;#N/A;13
RNU4-41P;#N/A;14
RNU4-42P;#N/A;16
RNU4-43P;#N/A;15.1
RNU4-44P;#N/A;14
RNU4-45P;#N/A;19.1
RNU4-46P;#N/A;17
RNU4-47P;#N/A;16
RNU4-48P;#N/A;17
RNU4-49P;#N/A;16
RNU4-4P;#N/A;15.1
RNU4-50P;#N/A;12
RNU4-51P;#N/A;16
RNU4-52P;#N/A;15.2
RNU4-53P;#N/A;15.2
RNU4-54P;#N/A;12
RNU4-55P;#N/A;15.2
RNU4-56P;#N/A;19.1
RNU4-57P;#N/A;15.1
RNU4-58P;#N/A;19.1
RNU4-59P;#N/A;15.1
RNU4-5P;#N/A;14
RNU4-60P;#N/A;16
RNU4-61P;#N/A;13
RNU4-62P;#N/A;12
RNU4-63P;#N/A;15.2
RNU4-64P;#N/A;17
RNU4-65P;#N/A;14
RNU4-66P;#N/A;18
RNU4-67P;#N/A;16
RNU4-68P;#N/A;18
RNU4-69P;#N/A;14
RNU4-6P;#N/A;14
RNU4-70P;#N/A;18
RNU4-71P;#N/A;13
RNU4-72P;#N/A;13
RNU4-73P;#N/A;14
RNU4-74P;#N/A;15.1
RNU4-75P;#N/A;15.1
RNU4-76P;#N/A;14
RNU4-77P;#N/A;18
RNU4-78P;#N/A;15.1
RNU4-79P;#N/A;15.1
RNU4-7P;#N/A;19.1
RNU4-80P;#N/A;17
RNU4-81P;#N/A;17
RNU4-82P;#N/A;17
RNU4-83P;#N/A;16
RNU4-84P;#N/A;14
RNU4-85P;#N/A;15.1
RNU4-86P;#N/A;15.2
RNU4-87P;#N/A;16
RNU4-88P;#N/A;16
RNU4-89P;#N/A;16
RNU4-8P;#N/A;19.1
RNU4-90P;#N/A;13
RNU4-91P;#N/A;15.1
RNU4-92P;#N/A;17
RNU4-9P;#N/A;18
RNU4ATAC;#N/A;12
RNU4ATAC10P;#N/A;11
RNU4ATAC11P;#N/A;11
RNU4ATAC12P;#N/A;11
RNU4ATAC13P;#N/A;11
RNU4ATAC14P;#N/A;11
RNU4ATAC15P;#N/A;11
RNU4ATAC16P;#N/A;11
RNU4ATAC17P;#N/A;11
RNU4ATAC18P;#N/A;11
RNU4ATAC2P;#N/A;11
RNU4ATAC3P;#N/A;11
RNU4ATAC4P;#N/A;11
RNU4ATAC5P;#N/A;11
RNU4ATAC6P;#N/A;11
RNU4ATAC7P;#N/A;11
RNU4ATAC8P;#N/A;11
RNU4ATAC9P;#N/A;11
RNU5A-1;#N/A;15.1
RNU5A-2P;#N/A;17
RNU5A-3P;#N/A;15.2
RNU5A-4P;#N/A;15.1
RNU5A-5P;#N/A;15.1
RNU5A-6P;#N/A;16
RNU5A-7P;#N/A;16
RNU5A-8P;#N/A;11
RNU5B-1;#N/A;16
RNU5B-2P;#N/A;15.1
RNU5B-3P;#N/A;14
RNU5B-4P;#N/A;19.1
RNU5B-6P;#N/A;14
RNU5D-1;#N/A;15.1
RNU5D-2P;#N/A;11
RNU5E-1;#N/A;15.1
RNU5E-10P;#N/A;16
RNU5E-3P;#N/A;14
RNU5E-4P;#N/A;14
RNU5E-5P;#N/A;17
RNU5E-6P;#N/A;15.1
RNU5E-7P;#N/A;19.1
RNU5E-8P;#N/A;16
RNU5E-9P;#N/A;15.1
RNU5F-1;#N/A;14
RNU5F-2P;#N/A;14
RNU5F-3P;#N/A;14
RNU5F-4P;#N/A;15.1
RNU5F-6P;#N/A;17
RNU5F-7P;#N/A;16
RNU5F-8P;#N/A;18
RNU6-1;#N/A;15.1
RNU6-1000P;#N/A;15.1
RNU6-1001P;#N/A;17
RNU6-1003P;#N/A;15.1
RNU6-1004P;#N/A;15.1
RNU6-1005P;#N/A;16
RNU6-1006P;#N/A;15.1
RNU6-1007P;#N/A;15.1
RNU6-1008P;#N/A;15.1
RNU6-1009P;#N/A;15.1
RNU6-100P;#N/A;15.1
RNU6-1010P;#N/A;15.2
RNU6-1011P;#N/A;18
RNU6-1012P;#N/A;15.1
RNU6-1013P;#N/A;14
RNU6-1014P;#N/A;14
RNU6-1015P;#N/A;16
RNU6-1016P;#N/A;15.1
RNU6-1017P;#N/A;16
RNU6-1018P;#N/A;16
RNU6-1019P;#N/A;16
RNU6-101P;#N/A;16
RNU6-1020P;#N/A;16
RNU6-1021P;#N/A;15.2
RNU6-1022P;#N/A;17
RNU6-1023P;#N/A;16
RNU6-1024P;#N/A;17
RNU6-1025P;#N/A;13
RNU6-1026P;#N/A;16
RNU6-1027P;#N/A;14
RNU6-1028P;#N/A;17
RNU6-1029P;#N/A;15.1
RNU6-102P;#N/A;17
RNU6-1031P;#N/A;16
RNU6-1032P;#N/A;16
RNU6-1034P;#N/A;14
RNU6-1035P;#N/A;14
RNU6-1036P;#N/A;15.1
